,id,paragraph
157,r221222a,"for  the  assessment  of  risks  from  climate  events.  This  however  is,  easier "
158,r221222a,said  than  done.  While  global  efforts  are  underway  to  create  data 
159,r221222a,repositories  and  provide  guidance  on  collection  of  data  for  better 
160,r221222a,"comparability;  availability  of  high  quality,  granular  and  sufficient  data "
161,r221222a,remains  a  challenge  as  of  now.  Availability  of  granular  data  also  remains 
162,r221222a,crucial  for  modelling  the  forward-looking  nature  of  climate  events  and 
163,r221222a,developing metrics for monitoring climate-related financial risks. 
164,r221222a,"14.  The  third  building  block,  vulnerabilities  analysis,  is  again  a  macro  level "
165,r221222a,exercise  to  understand  the  financial  stability  risks  arising  out  of  climate 
166,r221222a,events and their impact on financial systems. It is focused on analysis and 
167,r221222a,stress  testing  using  various  scenarios  to  help  in  better  assessment  of 
168,r221222a,potential  pressure  points  in  the  financial  system  and  in  understanding 
169,r221222a,interlinkages  between 
170,r221222a,financial  sector  and  real  sector.  While 
171,r221222a,the 
172,r221222a,"development  of  climate  scenario  analysis,  stress  testing  scenarios  and "
173,r221222a,"analytical tools  are still  in  their infancy, the need for integrating them with "
174,r221222a,regular  monitoring  exercises  and  overall  financial  risk  assessment  has 
175,r221222a,been well recognised. One particular challenge in modelling climate-related 
176,r221222a,risks  is  the  long  time  horizon  which  has  to  be  considered.  The  climate 
177,r221222a,"events  may  often  span  across  decades,  if  not  centuries,  and  this  may "
178,r221222a,make  the  data  collection  exercise  quite  difficult  and  the  outcomes  more 
179,r221222a,uncertain. 
180,r221222a,15.  The fourth and final building block consists of initiatives which are being 
181,r221222a,undertaken  or  planned  by  the  regulators  and  supervisors  to  facilitate 
182,r221222a,"transition.  In  a  way,  this  is  a  culmination  of  the  work  taken  up  under  the "
183,r221222a,three  building  blocks  discussed  above.  The  regulators  may  need  to  fine 
184,r221222a,tune  the  existing  prudential  policies  to  integrate  the  climate  risks  into  the 
185,r221222a,"regulatory frameworks.  At  the same time, from a supervisory perspective, "
186,r221222a,6 
187,r221222a,    the  expectations  may  have  to  be  set  and  communicated  to  all  regulated 
188,r221222a,"entities  regarding  climate-related  risks,  encompassing  organisational "
189,r221222a,"strategy,  governance,  risk  management  and  assurance  functions.  The "
190,r221222a,global  efforts  undertaken  so  far  seem  to  suggest  that  integrating  climate-
191,r221222a,related  risks  and  capturing  them  by  fine  tuning  existing  prudential 
192,r221222a,frameworks may be possible.  
193,r221222a,16.  The  Basel  Committee  on  Banking  Supervision  (BCBS)  has  published 
194,r221222a,Principles for the Effective Management and Supervision of Climate-related 
195,r221222a,"Financial  Risks  in  June  2022.  In  October  2022,  the  Financial  Stability "
196,r221222a,Board  (FSB)  published  its  Final  Report  on  Supervisory  and  Regulatory 
197,r221222a,"Approaches  to  Climate-related  Risks.  Earlier  in  March  2022,  the  NGFS "
198,r221222a,published  a 
199,r221222a,"‘Statement  on  Nature-related  Financial  Risks’,  which "
200,r221222a,"acknowledges  that  failure  to  account  for,  mitigate,  and  adapt  to  nature-"
201,r221222a,related  risks  could  have  significant  macroeconomic  implications  and 
202,r221222a,become a source of financial stability risk. While guidance has been made 
203,r221222a,"available,  regulated  entities  may  need  time,  resources,  and  capacity  to "
204,r221222a,integrate  climate-related  considerations 
205,r221222a,into 
206,r221222a,their  decision-making 
207,r221222a,frameworks and customer facing business lines.  
208,r221222a,Private Sector Initiatives  
209,r221222a,"17.  In  the  private  sector,  decarbonization  and  digitalization  are  emerging  as "
210,r221222a,megatrends  that  could  compel  sectors  and  corporates  to  undertake 
211,r221222a,structural  changes  and  fundamentally  alter  their  traditional  business 
212,r221222a,models. It is heartening to note that some of the leading Indian companies 
213,r221222a,"in  the  hard  to  abate  sectors  like  steel  and  cement9,  for  example,  are "
214,r221222a,working  on  an  ambitious  decarbonization  agenda  aimed  at  reducing  the 
215,r221222a,carbon footprint in their production process.  
216,r221222a,"9  The  steel  and  cement  sectors  are  energy  and  emission  intensive.  They  are  also  hard-to-abate,  meaning  that  decarbonization of these sectors requires deep systemic changes in the way these materials are produced, used,  and recycled. "
217,r221222a,7 
218,r221222a,                                                                 18.  Banks  and  financial  institutions  may  have  to  to  step  up  their  engagement 
219,r221222a,with their corporate customers on ensuring sustainability-focused financing 
220,r221222a,and  other  support  services  to  help  them  transition  towards  a  low-carbon 
221,r221222a,economy  while  reducing  their  own  carbon  footprint.  The  financial  sector 
222,r221222a,can  channel  resources  towards  green  projects  /  businesses  by  offering 
223,r221222a,suitable and customised products to businesses.  
224,r221222a,19.  Over 
225,r221222a,the  past 
226,r221222a,"three  years, "
227,r221222a,the  Sustainability-Linked  Bonds  and 
228,r221222a,Sustainability  Linked  Loans  (SLBs  and  SLLs)  market  has  been  a  fast-
229,r221222a,"growing  segment  globally  in  the  sustainable  finance  market10. India  too, "
230,r221222a,has  seen  the  introduction  of  sustainable  finance  instruments  such  as 
231,r221222a,sustainability-linked  loans.  Liberalised  External  Commercial  Borrowings 
232,r221222a,(ECB) norms have also enabled Indian companies to raise offshore finance 
233,r221222a,"through green bonds,  social  bonds, sustainable bonds, and sustainability-"
234,r221222a,"linked  bonds.  In  line  with  global  trends,  the  issuance  of  sustainable  debt "
235,r221222a,has  risen  sharply  in  India  during  Calendar  Year  2021  taking  it  to  the  2nd 
236,r221222a,place among emerging economies in cumulative Green Bond Issuances11. 
237,r221222a,Mechanisms such as blended finance12 and risk-sharing facilities are also 
238,r221222a,being utilised to finance climate and sustainability-related projects. 
239,r221222a,20.  The above initiatives from the financial sector in India and across the globe 
240,r221222a,make  one  believe  that  the  private  sector  is  very  much  alive  to  the 
241,r221222a,challenges ahead of us.  
242,r221222a,Public Sector Initiatives in India 
243,r221222a,"21.  To move the needle towards net zero, we must progressively decarbonise "
244,r221222a,"all  sectors  of  the  economy,  including  the  hard-to-abate  ones. This  means "
245,r221222a,10  https://www.linklaters.com/en/about-us/news-and-deals/news/2022/july/global-sustainable-bond-market-raises- 442-billion  
246,r221222a,"11  Source:  Emerging  Markets  Green  Bonds  Report  2021,  June  2022  published  by  the  IFC.  The  report  can  be  accessed  at  https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/financial+institutions/reso urces/emerging+market+green+bonds+report+2021 "
247,r221222a,"12 Blended finance involves the use of concessional and catalytic capital to draw in private capital for financing  projects with sustainable outcomes as also assist with technology transfer and institutional support, to reduce risk  and enhance bankability. "
248,r221222a,8 
249,r221222a,                                                                     that  we  would  need  to  incentivise  banks  to  provide  support  in  terms  of 
250,r221222a,"transition  finance  for  businesses  and  sectors  that  are  not  so  green,  to "
251,r221222a,"adopt  cleaner  technologies,  increase  energy  efficiency  and  become "
252,r221222a,greener over time. Green finance can play a crucial role in making India’s 
253,r221222a,economy resilient to climate change impacts. During the COP26 Summit in 
254,r221222a,"November  2021,  the  Hon’ble  Prime  Minister  had  announced  that  by  the "
255,r221222a,"year 2070, India will achieve the target of net-zero. This would necessitate "
256,r221222a,creating  an  enabling  ecosystem  for  financing  India’s  transition  to  a  green 
257,r221222a,economy. 
258,r221222a,"22.  In  India,  both  the  Government  and  Reserve  Bank  of  India  have  been "
259,r221222a,participating  in  the  global  discussions  on  climate  risks  and  have  already 
260,r221222a,"taken quite a few initiatives in this regard. The Government, in the Union "
261,r221222a,Budget for 2022-23 announced that climate action would be a key priority 
262,r221222a,"and  proposed  that  as  a  part  of  its  overall  market  borrowings  in  2022-23, "
263,r221222a,Sovereign Green Bonds (SGBs) will be issued for mobilizing resources for 
264,r221222a,green  infrastructure.  The  proceeds  will  be  deployed  in  public  sector 
265,r221222a,projects  which  will  help  in  reducing  the  carbon  intensity  of  the  economy. 
266,r221222a,"This  is  by  no  means  a  small  step.  Over  time,  the  SGBs  would  provide  a "
267,r221222a,pricing  reference  for  the  private  sector  entities  in  India  for  their  INR 
268,r221222a,"denominated borrowing for ESG linked debt. Thus, the issuance of SGBs "
269,r221222a,would help in creating an ecosystem which fosters a greater flow of capital 
270,r221222a,into green projects and entities undertaking such projects. 
271,r221222a,"23.  Recognising the need for concerted efforts in the area, the Reserve Bank "
272,r221222a,has  concomitantly  set  up  a  Sustainable  Finance  Group  (SFG)  within  its 
273,r221222a,Department of Regulation in May 2021 to lead the regulatory initiatives in 
274,r221222a,area  of  climate  risk  and  sustainable  finance  in  the  Indian  context.    As  I 
275,r221222a,"mentioned  previously,  RBI  had  already  released  a  Discussion  Paper  on "
276,r221222a,Climate  Risk  and  Sustainable  Finance  in  July  2022  covering  a  gamut  of 
277,r221222a,issues on the RBI’s website for comments of stakeholders. It is heartening 
278,r221222a,to  mention  that  we  have  received  comments  from  a  large  number  of 
279,r221222a,9 
280,r221222a,    regulated  entities  and  other  stakeholders.  These  are  being  carefully 
281,r221222a,examined  before  we  frame  any  regulatory  guidance  on  climate  risk  and 
282,r221222a,sustainable finance.  
283,r221222a,"24.    Along  with  the  Discussion  Paper,  we  had  also  released  the  results  of  a "
284,r221222a,"survey  undertaken  to  assess  the  approach,  level  of  preparedness  and "
285,r221222a,progress  made  by  leading  scheduled  commercial  banks  in  India  for 
286,r221222a,"managing  climate-related  financial  risk.  The  survey,  which  covered  12 "
287,r221222a,"public sector banks, 16 private sector banks and 6 foreign banks, provided "
288,r221222a,useful insights and the feedback from this exercise will help in shaping our 
289,r221222a,regulatory and supervisory approach.  
290,r221222a,25.  Another notable feature for our financial ecosystem is that while rest of the 
291,r221222a,world is still grappling in developing new instruments to funnel funding to 
292,r221222a,"green  and  sustainable  companies  and  projects,  we  already  have  a  well-"
293,r221222a,accepted incentive-based instrument in the form of Priority Sector Lending 
294,r221222a,"(PSL)  norms  to  encourage  lending  to  such  projects.  Over  the  years,  we "
295,r221222a,have been taking various policy measures to promote and support green 
296,r221222a,"finance  initiatives  through  this  route.  For  example,  renewable  energy "
297,r221222a,projects have been included as a part of Priority Sector Lending (PSL). In 
298,r221222a,"2012,  Reserve  Bank  included  loans  sanctioned  by  banks  directly  to "
299,r221222a,individuals for setting up off-grid solar and other off-grid renewable energy 
300,r221222a,"solutions  for  households  and  in  2015,  the  PSL  criteria  was  expanded  to "
301,r221222a,bank loans up to a limit of ₹15 crore to borrowers for purposes like solar / 
302,r221222a,"bio-mass  based  power  generators,  windmills,  micro-hydel  plants  and  for "
303,r221222a,"non-conventional energy based public utilities, viz., street lighting systems, "
304,r221222a,"and  remote  village  electrification.  In  2020,  this  limit  for  bank  loans  was "
305,r221222a,"doubled to ₹30 crore. It is heartening to note that in recent years, leading "
306,r221222a,banks  in  India  have  also  begun  stepping  up  their  exposure  to  the 
307,r221222a,renewable energy sector.  
308,r221222a,10 
309,r221222a,      Enablers for Scaling up Green Finance in India 
310,r221222a,26. Banks and financial institutions have always been the backbone of India's 
311,r221222a,"economic growth and as the country pivots to sustainable growth, they will "
312,r221222a,have  to  take  a  lead  and  accelerate  green  lending.  To  support  this 
313,r221222a,"acceleration,  a  number  of  structural  changes  may  be  needed  in  the "
314,r221222a,"traditional  lending  approach,  including  evaluation  and  certification  of  the "
315,r221222a,green credentials of projects. In order to give focused attention to scaling 
316,r221222a,"up green finance,  banks and financial institutions would have to invest in "
317,r221222a,human  resources  and  capacity  building  efforts  as  well  as  integrate 
318,r221222a,environmental  and  social  risk  considerations  into  their  corporate  credit 
319,r221222a,appraisal mechanisms.  
320,r221222a,27.  A formal definition of green finance along with a taxonomy13 is the need of 
321,r221222a,hour  as  it  would  enable  more  precise  tracking  of  finance  flows  to  green 
322,r221222a,"sectors  in  India,  which  in  turn,  would  help  design  effective  policy, "
323,r221222a,regulations and institutional mechanisms directed towards increasing both 
324,r221222a,public  and  private  investments.  A  taxonomy  would  also  help  banks  and 
325,r221222a,financial  institutions  in  better  assessing  the  climate  risk  in  their  loan 
326,r221222a,"portfolio, scaling up green and sustainable finance and mitigating the risk "
327,r221222a,of greenwashing. 
328,r221222a,28.    Another  key  challenge  in  scaling  up  green  finance  is  the  availability  of  a 
329,r221222a,robust  ecosystem  for  third  party  verification  /  assurance  and  impact 
330,r221222a,assessment  and  the  green  credentials  of  businesses  and  projects.  This 
331,r221222a,would  also  address  potential  greenwashing  concerns  and  ensure 
332,r221222a,unhindered flow of capital and funding to the entities.   
333,r221222a,"13 A taxonomy is a classification system, establishing a list of environmentally sustainable economic activities. It  plays an important role in helping an economy scale up sustainable investment and provides all stakeholders with  appropriate definitions for the economic activities which can be considered environmentally sustainable.  "
334,r221222a,11 
335,r221222a,                                                                   29.  The challenge regarding the availability of data and disclosures would also 
336,r221222a,"need  to  be  addressed  quickly.  In  this  context,  the  disclosure  standards "
337,r221222a,prescribed by SEBI for top 1000 listed entities by market capitalisation is a 
338,r221222a,welcome step. I am confident that the listed entities would not only adhere 
339,r221222a,to  the  mandatory  disclosures  but  would  also  not  hesitate  to  follow  those 
340,r221222a,which are additional and voluntary in nature.  
341,r221222a,30.    Green  finance  must  be  scaled  up  rapidly  to  meet  India’s  climate  targets 
342,r221222a,under  the  updated  Nationally  Determined  Contribution  communicated  to 
343,r221222a,the United Nations Framework Convention on Climate Change (UNFCCC) 
344,r221222a,in  August  2022.  The  enhanced  ambition  requires  mobilization  of  green 
345,r221222a,"finance  at  a  much  faster  pace.  For  example,  green  infrastructure "
346,r221222a,investment  trusts  could  help  scale  up  green  finance  as  also  deepen  the 
347,r221222a,"local bond market. But in the end, all these ideas need a clear intent from "
348,r221222a,all stakeholders in order for it to be implemented and sustained. 
349,r221222a,Concluding Remarks 
350,r221222a,"31.  To sum up, climate change may result in physical and transition risks that "
351,r221222a,could have implications for the physical safety and financial soundness of 
352,r221222a,individual regulated entities as well as for the stability of financial system. 
353,r221222a,"Thus,  there  is  a  need  for  regulated  entities  to  develop  and  implement "
354,r221222a,comprehensive frameworks for understanding and assessing the potential 
355,r221222a,impact  of  climate-related  financial  risks  in  their  business  strategy  and 
356,r221222a,operations.  
357,r221222a,32.  We  need  to  be  conscious  that  climate  risk  is  the  biggest  challenge 
358,r221222a,confronting  us  and  addressing  it  decisively  is  our  joint  responsibility. 
359,r221222a,Financial  sector  has  a  key  role  to  play  as  it  is  the  sector  which  finances 
360,r221222a,businesses and can influence their activities. Banks would have their role 
361,r221222a,cut  out  in  handholding  the  businesses  and  arranging  for  the  transition 
362,r221222a,finance  required  by  the  firms  as  they  try  to  shift  their  strategies  to  make 
363,r221222a,them more  sustainable  and  planet  friendly.  The central  banks can  play  a 
364,r221222a,12 
365,r221222a,    significant  role  in  shaping  the  response  of  financial  sector  to  the 
366,r221222a,challenges  posed  by  risks  emerging  from  the  climate  change  through 
367,r221222a,appropriate guidance and regulations. 
368,r221222a,33.  The Indian economy is at a stage where we need to grow rapidly but the 
369,r221222a,challenge  before  us  is  to  think  of  ways  to  incorporate  climate  risk  and 
370,r221222a,ESG-related  considerations  into  commercial  lending  and  investment 
371,r221222a,"decisions  while  simultaneously  balancing  the  needs  of  credit  expansion, "
372,r221222a,"economic  growth,  and  social  development.  Collective engagement  would "
373,r221222a,help  build  on  our  early  progress  and  go  a  long  way  in  addressing  the 
374,r221222a,challenges of climate change. 
375,r221222a,Let  me  conclude  now  and  leave  you  with  these  points  to  ponder  as  you 
376,r221222a,continue with your deliberations during the course of the ensuing discussions 
377,r221222a,at this event. 
378,r221222a,Thank you for inviting me to share my thoughts at this summit and thanks for a 
379,r221222a,patient hearing.  
380,r221222a,***** 
381,r221222a,13 
382,r221222a,      
0,r230110j,Felipe M Medalla: Painting the central bank of the Philippines green
1,r230110j,"Speech by Mr Felipe M Medalla, Governor of Bangko Sentral ng Pilipinas (BSP, the  central bank of the Philippines), at the launch of the Sustainable Central Banking  Strategy, Manila, 21 December 2022."
2,r230110j,* * *
3,r230110j,"Doctor Ulrich Volz of School of Oriental and African Studies University of London;  Department of Environment and Natural Resources Licenses, Patents, and Deeds  Division Chief Alvin Joseph Constantino; Asian Development Bank Southeast Asia  Department Officer-In-Charge Winfried Wicklein; of course, our friends from the banking  sector-I see Bankers' Association of the Philippines (BAP) President Tony Moncupa  there; my dear colleagues in the Monetary Board and our Deputy Governors and  Assistant Governors - my partners in doing what Bangko Sentral ng Pilipinas (BSP) has  to do for the country - and of course, all of the guests, allies in sustainable finance,  good afternoon. "
